Barcode	Description	UnitRRP	Category	CategoryID	CategoryFullNodeList
9772048909027	Eq Life	299	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9772055690000	Equine	260	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9772059425004	Pretty Pony	295	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9772059425998	Pretty Pony	350	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9772330299003	Equinus International	599	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9781852771195	Equestrian Value Pack	450	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9781904317524	Chaseform Jumping Annual	2700	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9781904317593	Raceform Flat Annual	2600	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9781904317883	Chaseform Jumping Annual	2700	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9781905153213	Rfo Jumping Ann 06	599	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9781907063657	Complete Guide To Riding	799	Equestrian	537	::News/Mags::Magazines::Leisure Interests::Equestrian
9770002792043	American Cinematographer	399	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770037480083	Sight & Sound	395	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770264984064	Televisual	495	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770894926052	Premiere Usa	310	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770894926069	Premiere Usa	325	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957494160	Empire	340	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957494177	Empire	350	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957494191	Empire	390	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957494214	Empire	380	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957494993	Empire 	550	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957494994	Empire	390	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957629012	Cineblitz International	250	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770957629029	Cineblitz	275	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770964695086	Impact	325	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770964695093	Impact	350	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770964695109	Impact	395	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771077336040	Cinescape (Import)	350	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771077336828	Cinescape	475	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771077336835	Cinescape	475	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771366313080	Total Film	340	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771366313097	Total Film	350	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771366313967	Total Film	550	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771366313981	Total Film	299	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771366313998	Total Film	349	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771467738010	Movie  Mag International	225	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771476272031	Stardust	300	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771744974001	Dvd Mega Collection	499	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771744975008	Film Collection	399	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771744976005	Film Mega Collection	499	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771744977002	Horror Collection	399	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771744981009	Cult Collection 	399	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771746770007	Empire	390	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771750800004	Total Films Specials	599	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771751702017	Carry On Collection Dvd	204	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771752997016	Horror Collection	699	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771753998005	Liquid Gold Movie Special	999	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771755034008	Movie Time	225	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771758034012	Total Film Compact	399	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9771758034029	Total Film Compact	450	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9772053468014	So Film	450	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9780955248689	Essential Dvd Maker	599	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9780955628320	Essential Dvd Maker	599	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781858703992	Cinema 4D Essentials	1499	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781906372965	BZ Comp Guide Home Video	799	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781906925406	Video Focus	899	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781906925413	Video Focus Uk	899	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781906925420	Video Focus	899	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781906925437	Video Focus	899	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9781906925444	Video Focus Ireland	899	Film & Video Reviews	538	::News/Mags::Magazines::Leisure Interests::Film & Video Reviews
9770000700440	British Chess Magazine	350	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9770007044086	British Chess Magazine	420	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9770197260006	Chess Life	295	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9770279684027	Dragon Magazine	395	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771469459005	Manga Force Dvd Collection	299	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771469459012	Manga Force Dvd Collection	899	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771469459029	Manga Force Dvd Collection Bin	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771475142021	Xbox Gamer	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771475142038	Xbox Gamer	499	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771478634004	Cheats Magazine	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771478998014	Ps2 Cheats	499	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771552973005	Gamestar	395	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771740644021	Lotr Special Edition	599	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771740644038	Lotr Special Edition	599	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771741246002	Official Xbox Special	799	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771742808032	Inside Poker	275	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771742808056	Inside Poker	300	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747004400	Card Player Europe	250	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747044008	Card Player Europe	250	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747674007	Cool Player	295	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747784003	Cheat Machine	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747785000	360 Gamer	400	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747785017	360 Gamer	295	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747785024	360 Gamer	275	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747785031	360 Gamer	295	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771747785048	360 Gamer	279	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771751453001	Columbo Dvd Collection (The)	299	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771752720119	Platform Magazine (The)	295	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771754484002	Sk8	199	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9771755762000	Total Pc Gaming	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9772059050008	Table Top Gaming	525	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9779908616002	Columbo Dvd Collection (The)	799	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9779908616025	Columbo Dvd Collection (The)	199	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9780955137174	A-Z Cheats & Codes	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9780955352003	Playstation V Gamer Guide	299	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9780955699092	A - Z Cheats & Codes Spl	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9781858751115	Lotr Helms Deep	999	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9781862246638	Puzzle Value Pack	399	Games	539	::News/Mags::Magazines::Leisure Interests::Games
9770005421007	Balance	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770005421063	Balance	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770041200028	Travel And Leisure	370	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096021	Yoga Journal	375	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096038	Yoga Journal	395	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096045	Yoga Journal	410	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096052	Yoga Journal	440	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096069	Yoga Journal	475	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096885	Yoga Journal	499	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096946	Yoga Journal	650	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096960	Yoga Journal	475	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770191096977	Yoga Journal	450	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770953216070	Yoga & Health	275	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770953216087	Yoga & Health	295	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770953216094	Yoga & Health	300	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770953216100	Yoga & Health	330	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770957062017	Ultra Fit	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770957062024	Ultra Fit	370	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770957062031	Ultra Fit	399	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770957062048	Ultra Fit	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770957062994	Ultra Fit	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771040744001	Light of Consciousness	375	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771055791021	Yoga & Joyful Living	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771055791038	Yoga International	450	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771060923042	Fitness	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771060923059	Fitness	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771060923066	Fitness	375	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771086112024	Exercise & Health	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771086112048	Exercise & Health	395	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771468517003	Autism File (The)	495	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771468517010	Autism File (The)	495	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771471101046	Natural Health	280	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771471101053	Natural Health	300	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771471101060	Natural Health	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771476299137	Enhancing Mind Body Spirit	299	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771533635021	American Health & Fitness	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771533635038	American Health & Fitness	420	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771537665000	Experience Life	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771537665017	Experience Life	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771543373012	Fitness Rx	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771543840019	Fitness Rx	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771549693008	Pilates Style	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771549693015	Pilates Style	375	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771549693985	Pilates Style	650	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771549693992	Pilates Style	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771550598002	Yoga Illustrated	350	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771552806006	Diabetic Living	345	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771552806020	Diabetic Living	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771552806983	Diabetic Living	595	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771552806990	Diabetic Living	425	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771649849022	Easy Health	270	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771649849039	Easy Health	280	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771649849992	Easy Health	330	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771740993020	Mind Body Spirit Special	399	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771742160000	Allergy	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771742160017	Allergy	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771742160994	Allergy	250	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771745905011	Mind Body Spirit	299	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771745905035	Mind Body Spirit	99	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771745905042	Mind Body Spirit	299	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771746116003	Health Plus	240	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771746116010	Health Plus	280	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771746982004	Lifescape	295	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9771755899010	Healthy Organic Living	325	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9772057571017	Leisure Directory Solutions	375	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9772058996000	Personal Trainer	399	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9772169573008	Mindful	450	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9772328851008	Vegan Health Fitness	450	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9772332414008	Dr Oz The Good Life	495	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9780955650406	Red And Psychologies Bumper	499	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9781781060124	Health & Fitness Best Bodies	399	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9781858709253	Get Fighting Fit	699	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9781906167073	Heartbeat	699	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9781907779954	MB Total Bodty Plan	799	General Health & Fitness	540	::News/Mags::Magazines::Leisure Interests::General Health & Fitness
9770309333260	Magazine	499	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111076	Hi-Fi Choice	390	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111083	Hi-Fi Choice	395	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111090	Hi-Fi Choice	399	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111106	Hi-Fi Choice	450	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111113	Hi-Fi Choice	475	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111984	Hi-Fi Choice	499	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770955111991	Hi Fi Choice	450	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9771465595035	Hi Fi	499	Hi-Fi	541	::News/Mags::Magazines::Leisure Interests::Hi-Fi
9770037733011	Smithsonian Collectives	495	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770037733998	Smithsonian Collectives	695	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770041200035	Travel & Leisure	370	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770278143006	Outside	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770278143013	Outside	375	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770278143990	Outside	395	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770309933095	Business Traveller	395	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770747093078	National Geographic Traveler	450	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770893968077	Conde Nast Traveller Usa	550	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770893968084	Conde Nast Traveller Usa	575	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770893968091	Conde Nast Traveller Usa	595	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770893968107	Conde Nast Traveller Usa	650	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770952620007	T Cook European Time Table	1499	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770954093007	Time Out Visitors Guide	499	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770954093991	Time Out Visitors Guide To Lon	1299	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770955077143	Private Villas	160	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770955077983	Private Villas	160	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770958821996	France Magazine	499	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770960544067	Living France	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770960544999	Living France	499	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9770963458064	Visitor Guide	199	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771034900031	Gourmet Traveller	425	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771034900048	Gourmet Traveller	499	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771139725003	Tbs - The Best Of Spain	250	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771139725010	Tbs - The Best Of Spain	250	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771366696077	Food And Travel	440	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771368597068	Conde Nast Traveller	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771368597075	Conde Nast Traveller	360	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771368597099	Conde Nast Traveller	380	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771368597129	Conde Nast Traveller	399	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771368597136	Conde Nast Traveller	410	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771368597143	Conde Nast Traveller	430	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771445418002	Cruise Passenger	599	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771446022062	Sunday Times Travel	370	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771449354016	Get Lost	380	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771461391006	Four Nations Travel	295	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771461417119	Holiday Villas	295	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771465045134	Loot Directory Holiday Accommo	299	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771465045233	Loot Directory Holiday Accommo	299	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771466573001	London Info	90	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771466573018	London Info	100	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771472977046	French Magazine	399	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771474152038	Everything France	325	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771474156012	Hotcourses London	295	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771475653022	Spain	370	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771475971027	Entrain	340	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771475971034	Entrain	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771476019018	Italy	365	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771476019025	Italy	375	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771476648016	Scottish Islands Explorer	325	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771477079011	Living Spain	450	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771477079998	Living Spain	450	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771477671017	Abta Travelsprit	310	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771479110019	Holiday Cottages	295	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771479255013	Sunday Times Travel	340	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771479255017	Sunday Times Travel	300	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771479255024	Sunday Times Travel	325	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771479255031	Sunday Times Travel	340	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771553069004	Spa Finder	400	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771553069998	Spa Finder	595	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771555278008	Florida Travel Life	325	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771561278023	Travel Africa	395	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771561278030	Travel Africa	495	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771646704003	To Portugal	390	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771699319001	Property Mart Overseas	295	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771699319018	Property Mart Overseas	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771740279018	Greece	395	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771740279025	Greece	395	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771740912014	Escape To The Sun	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771741156011	Spanish Magazine	375	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771741211017	Cruise Magazine	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771741592017	Everything Spain	325	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771741592024	Everything Spain	350	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
9771741760003	Holiday Action Fun	170	Holiday / Travel	542	::News/Mags::Magazines::Leisure Interests::Holiday / Travel
